title,tyear,duration,score
Burnt ,2015,101,6.6
We're No Angels ,1989,106,6
Everyone Says I Love You ,1996,101,6.8
Death at a Funeral ,2007,87,7.4
Death Sentence ,2007,111,6.8
Everybody's Fine ,2009,99,7.2
Superbabies: Baby Geniuses 2,2004,88,1.9
The Man ,2005,83,5.5
Code Name: The Cleaner ,2007,91,4.5
Connie and Carla ,2004,108,6.3
Sweet Charity ,1969,154,7
Inherent Vice ,2014,148,6.7
Doogal ,2006,77,2.8
Battle of the Year ,2013,110,5
Perception             ,,42,7.5
An American Carol ,2008,83,4.3
Machete Kills ,2013,107,5.6
Willard ,2003,100,6.2
Strange Wilderness ,2008,87,5.3
Topsy-Turvy ,1999,154,7.4
Little Boy ,2015,106,7.4
A Dangerous Method ,2011,99,6.5
A Scanner Darkly ,2006,100,7.1
Chasing Mavericks ,2012,116,7.2
Alone in the Dark ,2005,94,2.3
Bandslam ,2009,111,6.4
Birth ,2004,100,6.1
A Most Violent Year ,2014,125,7
Passchendaele ,2008,114,6.5
Flash of Genius ,2008,119,7
I'm Not There. ,2007,135,7
The Cold Light of Day ,2012,93,4.9
The Brothers Bloom ,2008,114,6.9
"Synecdoche, New York ",2008,124,7.5
Princess Mononoke ,1997,134,8.4
Bon voyage ,2003,114,6.9
Can't Stop the Music ,1980,124,4.5
The Proposition ,2005,104,7.4
Courage ,2015,118,7
Marci X ,2003,80,2.8
Equilibrium ,2002,107,7.5
The Children of Huang Shi ,2008,125,7.1
The Yards ,2000,115,6.4
The Oogieloves in the Big Balloon Adventure ,2012,88,6.7
By the Sea ,2015,122,5.3
Steamboy ,2004,103,6.9
The Game of Their Lives ,2005,101,6.2
All Good Things ,2010,101,6.3
Rapa Nui ,1994,107,6.4
CJ7,2008,86,6.5
Les couloirs du temps: Les visiteurs II ,1998,118,6
Dylan Dog: Dead of Night ,2010,107,5.1
People I Know ,2002,100,5.5
The Doombolt Chase             ,,30,7.2
The Tempest ,2010,110,5.4
Regression ,2015,106,5.7
The Touch ,2007,7,5.2
Three Kingdoms: Resurrection of the Dragon ,2008,102,6.2
Shattered ,2007,98,6.7
Zambezia ,2012,83,5.8
Ramanujan ,2014,153,7
Dwegons and Leprechauns ,2014,98,4.8
Hands of Stone ,2016,105,7.2
Survivor ,2015,96,5.6
The Frozen Ground ,2013,105,6.4
The Painted Veil ,2006,125,7.5
The Baader Meinhof Complex ,2008,184,7.4
Dances with Wolves ,1990,236,8
Bad Teacher ,2011,97,5.7
Sea of Love ,1989,113,6.8
A Cinderella Story ,2004,95,5.9
Scream ,1996,103,7.2
Thir13en Ghosts,2001,91,5.5
The Shining ,1980,146,8.4
Back to the Future ,1985,116,8.5
House on Haunted Hill ,1999,93,5.6
I Can Do Bad All by Myself ,2009,113,4.1
Fight Valley ,2016,90,5
The Switch ,2010,101,6.1
Just Married ,2003,95,5.4
The Devil's Double ,2011,109,7.1
"Gone, Baby, Gone             ",,43,6.6
Thomas and the Magic Railroad ,2000,85,3.6
The Crazies ,2010,101,6.5
Spirited Away ,2001,125,8.6
Firestorm ,2013,118,6.2
The Bounty ,1984,132,7
The Book Thief ,2013,131,7.6
Sex Drive ,2008,129,6.5
Leap Year ,2010,100,6.4
The Fall of the Roman Empire ,1964,172,6.7
Take Me Home Tonight ,2011,97,6.3
Won't Back Down ,2012,121,6.4
The Nutcracker ,1993,92,5.7
Kansas City ,1996,116,6.3
Indignation ,2016,110,7.8
The Amityville Horror ,2005,90,6
Adaptation. ,2002,81,7.7
Land of the Dead ,2005,97,6.2
Out of Inferno ,2013,107,5.7
Fear and Loathing in Las Vegas ,1998,118,7.7
The Invention of Lying ,2009,100,6.4
Neighbors ,2014,97,6.4
The Mask ,1994,114,6.9
Big ,1988,130,7.3
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,2006,82,7.3
Legally Blonde ,2001,96,6.2
Star Trek III: The Search for Spock ,1984,105,6.6
The Exorcism of Emily Rose ,2005,122,6.7
Deuce Bigalow: Male Gigolo ,1999,88,5.7
Left Behind ,2014,110,3.1
The Family Stone ,2005,103,6.3
Barbershop 2: Back in Business,2004,106,5.7
Bad Santa ,2003,98,7.1
Austin Powers: International Man of Mystery ,1997,68,7
My Big Fat Greek Wedding 2,2016,94,6.1
Diary of a Wimpy Kid: Rodrick Rules ,2011,99,6.6
Predator ,1987,107,7.8
Amadeus ,1984,180,8.3
Prom Night ,2008,89,3.9
Mean Girls ,2004,97,7
Under the Tuscan Sun ,2003,113,6.7
Gosford Park ,2001,131,7.3
The O.C.             ,,44,7.5
Peggy Sue Got Married ,1986,103,6.3
Birdman or (The Unexpected Virtue of Ignorance) ,2014,119,7.8
Blue Jasmine ,2013,98,7.3
United 93,2006,111,7.6
Honey ,2003,94,5.3
Glory ,1989,122,7.9
Spy Hard ,1996,81,5.3
The Fog ,1980,89,6.8
Soul Surfer ,2011,106,7.1
Catch-22,1970,122,7.2
Observe and Report ,2009,86,5.8
Conan the Destroyer ,1984,103,5.8
Raging Bull ,1980,121,8.3
Love Happens ,2009,109,5.6
Young Sherlock Holmes ,1985,109,6.8
Fame ,2009,123,5
127 Hours,2010,94,7.6
Small Time Crooks ,2000,94,6.7
Center Stage ,2000,115,6.7
Love the Coopers ,2015,107,5.7
Catch That Kid ,2004,91,5.2
Life as a House ,2001,125,7.5
Steve Jobs ,2015,122,7.2
"I Love You, Beth Cooper ",2009,102,5.3
Youth in Revolt ,2009,90,6.5
The Legend of the Lone Ranger ,1981,98,5
The Tailor of Panama ,2001,109,6.1
Blow Out ,1981,107,7.4
Getaway ,2013,90,4.4
The Ice Storm ,1997,112,7.5
And So It Goes ,2014,94,5.7
Troop Beverly Hills ,1989,105,5.5
Being Julia ,2004,104,7.1
9½ Weeks,1986,112,5.9
Dragonslayer ,1981,108,6.7
The Last Station ,2009,112,7
Ed Wood ,1994,127,7.9
Labor Day ,2013,111,6.9
Mongol: The Rise of Genghis Khan ,2007,126,7.3
RocknRolla ,2008,114,7.3
Megaforce ,1982,99,3.5
Hamlet ,1996,150,7.8
Mao's Last Dancer ,2009,117,7.4
Midnight Special ,2016,112,6.7
Anything Else ,2003,108,6.4
The Railway Man ,2013,116,7.1
Unforgettable             ,,60,6.7
The White Ribbon ,2009,144,7.8
Restoration ,2016,92,4
The Wraith ,1986,93,5.9
The Salton Sea ,2002,103,7.2
Metallica Through the Never ,2013,93,7.2
The Informers ,2008,98,5.1
Carlos             ,,334,7.7
I Come with the Rain ,2009,114,5.5
One Man's Hero ,1999,121,6.2
Day of the Dead ,1985,87,7.2
I Am Wrath ,2016,92,5.2
Renaissance ,2006,105,6.7
Forsaken ,2015,90,6.3
Red Sonja ,1985,89,5
Red Lights ,2012,114,6.2
Superbad ,2007,119,7.6
Madea Goes to Jail ,2009,103,4.1
Wolves ,2014,91,5.3
Step Up 2: The Streets,2008,98,6.2
Hoodwinked! ,2005,80,6.5
Hotel Rwanda ,2004,121,8.1
Hitman ,2007,94,6.3
Black Nativity ,2013,93,4.4
The Prince ,2014,93,4.6
City of Ghosts ,2002,116,6
The Others ,2001,101,7.6
Aliens ,1986,154,8.4
My Fair Lady ,1964,170,7.9
I Know What You Did Last Summer ,1997,99,5.6
Let's Be Cops ,2014,104,6.5
Sideways ,2004,126,7.5
Beerfest ,2006,110,6.3
Halloween ,1978,101,7.9
Hero ,2002,80,7.9
Good Boy! ,2003,87,5.1
The Best Man Holiday ,2013,123,6.7
Smokin' Aces ,2006,109,6.7
Saw 3D: The Final Chapter,2010,90,5.6
40 Days and 40 Nights,2002,96,5.6
TRON: Legacy ,2010,125,6.8
A Night at the Roxbury ,1998,82,6.2
Beastly ,2011,86,5.6
The Hills Have Eyes ,2006,108,6.4
Dickie Roberts: Former Child Star ,2003,98,5.6
"McFarland, USA ",2015,129,7.4
Lottery Ticket ,2010,99,4.9
ATL ,2006,105,6
Pitch Perfect ,2012,112,7.2
Summer Catch ,2001,108,4.9
A Simple Plan ,1998,121,7.5
They ,2002,89,4.8
Larry the Cable Guy: Health Inspector ,2006,89,3.1
The Adventures of Elmo in Grouchland ,1999,73,5.8
Brooklyn's Finest ,2009,132,6.7
55 Days at Peking,1963,154,6.8
Evil Dead ,2013,96,6.5
My Life in Ruins ,2009,98,5.9
American Dreamz ,2006,107,5.5
Superman IV: The Quest for Peace ,1987,134,3.6
How She Move ,2007,94,3.3
Running Scared ,2006,122,7.4
Bobby Jones: Stroke of Genius ,2004,128,6.7
Shanghai Surprise ,1986,97,3
The Illusionist ,2006,110,7.6
Roar ,1981,102,6.4
Veronica Guerin ,2003,98,6.9
Escobar: Paradise Lost ,2014,120,6.6
Southland Tales ,2006,160,5.5
Dragon Hunters ,2008,80,6.6
Damnation Alley ,1977,91,5.2
The Apparition ,2012,83,4.1
My Girl ,1991,102,6.8
Fur: An Imaginary Portrait of Diane Arbus ,2006,122,6.5
The Illusionist ,2006,110,7.6
Wall Street ,1987,126,7.4
Sense and Sensibility ,1995,136,7.7
Becoming Jane ,2007,120,7.1
Sydney White ,2007,108,6.3
House of Sand and Fog ,2003,126,7.6
Dead Poets Society ,1989,128,8
Dumb & Dumber ,1994,113,7.3
When Harry Met Sally... ,1989,89,7.6
The Verdict ,1982,129,7.8
Road Trip ,2000,94,6.5
Varsity Blues ,1999,106,6.4
The Artist ,2011,100,8
The Unborn ,2009,89,4.8
Moonrise Kingdom ,2012,94,7.8
The Texas Chainsaw Massacre: The Beginning ,2006,83,5.9
The Young Messiah ,2016,111,5.4
The Master of Disguise ,2002,80,3.3
Pan's Labyrinth ,2006,112,8.2
The Messengers             ,,60,6.6
See Spot Run ,2001,94,5.4
Baby Boy ,2001,130,6.4
The Roommate ,2011,91,4.8
Joe Dirt ,2001,91,5.9
Double Impact ,1991,110,5.5
Hot Fuzz ,2007,121,7.9
The Women ,2008,114,4.9
Vicky Cristina Barcelona ,2008,96,7.2
Arn: The Knight Templar ,2007,270,6.6
Bad Moms ,2016,100,6.7
Boys and Girls ,2000,94,5.3
White Oleander ,2002,109,7.2
Jennifer's Body ,2009,107,5.1
Drowning Mona ,2000,96,5.6
Radio Days ,1987,88,7.6
Left Behind ,2014,110,3.1
Remember Me ,2010,113,7.2
How to Deal ,2003,101,5.7
My Stepmother Is an Alien ,1988,105,5.2
Philadelphia ,1993,125,7.7
The Thirteenth Floor ,1999,100,7
The Cookout ,2004,97,3.6
Meteor ,1979,108,4.9
Duets ,2000,112,6
Hollywood Ending ,2002,112,6.6
Detroit Rock City ,1999,95,6.8
Highlander ,1986,110,7.2
Things We Lost in the Fire ,2007,118,7.2
Steel ,1997,97,2.8
The Immigrant ,2013,120,6.6
The White Countess ,2005,135,6.7
Trance ,2013,101,7
Soul Plane ,2004,92,4.4
Welcome to the Sticks ,2008,106,7.1
Good ,2008,92,6.2
Enter the Void ,2009,161,7.3
Vamps ,2012,92,5.1
Hachi: A Dog's Tale ,2009,93,8.1
Zulu ,2013,110,6.7
The Homesman ,2014,122,6.6
Juwanna Mann ,2002,91,4.5
Lilyhammer             ,,45,8.1
Ararat ,2002,115,6.6
Madison ,2001,94,6.5
Slow Burn ,2005,93,5.9
Wasabi ,2001,94,6.6
Slither ,2006,95,6.5
Beverly Hills Cop ,1984,105,7.3
Home Alone ,1990,103,7.5
3 Men and a Baby,1987,102,5.9
Tootsie ,1982,116,7.4
Top Gun ,1986,110,6.9
"Crouching Tiger, Hidden Dragon ",2000,120,7.9
American Beauty ,1999,122,8.4
The King's Speech ,2010,118,8
Twins ,1988,107,6
Scream: The TV Series             ,,45,7.3
The Yellow Handkerchief ,2008,102,6.8
The Color Purple ,1985,154,7.8
Tidal Wave ,2009,103,5.7
Ben-Hur ,2016,141,6.1
The Imitation Game ,2014,114,8.1
Private Benjamin ,1980,109,6.1
Coal Miner's Daughter ,1980,124,7.5
Diary of a Wimpy Kid ,2010,94,6.2
Mama ,2013,100,6.2
Halloween ,1978,101,7.9
National Lampoon's Vacation ,1983,98,7.4
Bad Grandpa ,2013,102,6.6
The Queen ,2006,94,7.3
Beetlejuice ,1988,92,7.5
Why Did I Get Married? ,2007,113,5.6
Little Women ,1994,115,7.3
The Woman in Black ,2012,95,6.4
When a Stranger Calls ,2006,87,5
Big Fat Liar ,2002,88,5.4
The Deer Hunter ,1978,183,8.2
Wag the Dog ,1997,97,7.1
The Lizzie McGuire Movie ,2003,94,5.3
Snitch ,2013,112,6.5
Krampus ,2015,98,6.2
The Faculty ,1998,104,6.4
What's Love Got to Do with It ,1993,118,7.2
Cop Land ,1997,120,6.9
Not Another Teen Movie ,2001,99,5.7
End of Watch ,2012,109,7.7
Aloha ,2015,105,5.4
The Skulls ,2000,106,5.6
The Theory of Everything ,2014,123,7.7
Malibu's Most Wanted ,2003,86,5.1
Where the Heart Is ,2000,120,6.8
Lawrence of Arabia ,1962,227,8.4
Halloween II ,2009,119,4.9
Wild ,2014,115,7.1
The Last House on the Left ,2009,114,6.6
The Wedding Date ,2005,90,6.1
Halloween: Resurrection ,2002,94,4.1
Clash of the Titans ,2010,106,5.8
The Princess Bride ,1987,98,8.1
The Great Debaters ,2007,126,7.6
Drive ,2011,100,7.8
Confessions of a Teenage Drama Queen ,2004,89,4.6
The Object of My Affection ,1998,111,6
28 Weeks Later,2007,100,7
When the Game Stands Tall ,2014,115,6.7
Because of Winn-Dixie ,2005,106,6.4
Love & Basketball ,2000,124,7.2
Grosse Pointe Blank ,1997,107,7.4
All About Steve ,2009,99,4.8
Book of Shadows: Blair Witch 2,2000,90,4
The Craft ,1996,101,6.2
Match Point ,2005,119,7.7
Ramona and Beezus ,2010,103,6.7
The Remains of the Day ,1993,134,7.9
Boogie Nights ,1997,155,7.9
Nowhere to Run ,1993,94,5.5
Flicka ,2006,95,6.2
The Hills Have Eyes II ,2007,89,5.1
Urban Legends: Final Cut ,2000,97,4.1
Tuck Everlasting ,2002,90,6.7
The Marine ,2006,92,4.7
Keanu ,2016,100,6.4
Country Strong ,2010,117,6.3
Disturbing Behavior ,1998,84,5.5
The Place Beyond the Pines ,2012,140,7.3
The November Man ,2014,108,6.3
Eye of the Beholder ,1999,109,4.9
The Hurt Locker ,2008,131,7.6
Firestarter ,1984,114,6
Killing Them Softly ,2012,97,6.2
A Most Wanted Man ,2014,122,6.8
Freddy Got Fingered ,2001,87,4.5
The Pirates Who Don't Do Anything: A VeggieTales Movie ,2008,85,5.7
U2 3D,2007,85,8.4
Highlander: Endgame ,2000,101,4.6
Idlewild ,2006,121,6.2
One Day ,2011,107,7
Whip It ,2009,111,6.9
Knockaround Guys ,2001,92,6.1
Confidence ,2003,97,6.7
The Muse ,1999,97,5.6
De-Lovely ,2004,125,6.6
New York Stories ,1989,124,6.4
Barney's Great Adventure ,1998,76,2.8
The Man with the Iron Fists ,2012,107,5.4
Home Fries ,1998,91,5
Here on Earth ,2000,96,5.1
Brazil ,1985,142,8
Raise Your Voice ,2004,103,5.9
The Dead Zone             ,,60,7.5
The Big Lebowski ,1998,117,8.2
Black Snake Moan ,2006,116,7
Dark Blue ,2002,118,6.6
A Mighty Heart ,2007,108,6.7
Whatever It Takes ,2000,94,5.5
Boat Trip ,2002,97,4.9
The Importance of Being Earnest ,2002,97,6.9
The Love Letter ,1998,99,7.4
Hoot ,2006,91,5.6
In Bruges ,2008,107,8
Peeples ,2013,95,5.3
The Rocker ,2008,102,6.2
Post Grad ,2009,88,5.3
Promised Land ,2012,106,6.6
Whatever Works ,2009,92,7.2
The In Crowd ,2000,105,4.6
Three Burials ,2005,107,7.5
Jakob the Liar ,1999,120,6.5
Kiss Kiss Bang Bang ,2005,103,7.6
Idle Hands ,1999,92,6.2
Mulholland Drive ,2001,147,8
Blood and Chocolate ,2007,98,5.5
You Will Meet a Tall Dark Stranger ,2010,98,6.3
Never Let Me Go ,2010,103,7.2
The Company             ,,286,7.9
Transsiberian ,2008,111,6.7
The Clan of the Cave Bear ,1986,98,5.3
Crazy in Alabama ,1999,111,6.3
Funny Games ,2007,111,6.5
Listening ,2014,100,5.6
Felicia's Journey ,1999,116,7
Metropolis ,1927,145,8.3
District B13,2004,84,7.2
Things to Do in Denver When You're Dead ,1995,115,6.8
The Assassin ,2015,105,6.4
Buffalo Soldiers ,2001,98,6.9
The Return ,2003,99,8
Ong-bak 2,2008,110,6.2
Centurion ,2010,97,6.4
Silent Trigger ,1996,88,5.6
The Midnight Meat Train ,2008,103,6.1
Winnie Mandela ,2011,104,6
The Son of No One ,2011,90,5.1
All the Queen's Men ,2001,105,4.5
The Good Night ,2007,93,5.9
Bathory: Countess of Blood ,2008,141,6
Khumba ,2013,85,5.8
Automata ,2014,109,6.1
Dungeons & Dragons: Wrath of the Dragon God ,2005,105,4.9
Chiamatemi Francesco - Il Papa della gente ,2015,98,5.7
Shinjuku Incident ,2009,119,7.1
Pandaemonium ,2000,124,6.6
Groundhog Day ,1993,101,8.1
Magic Mike XXL ,2015,115,5.7
Romeo + Juliet ,1996,120,6.8
Sarah's Key ,2010,111,7.5
Freedom ,2014,94,6.2
Unforgiven ,1992,131,8.3
Manderlay ,2005,139,7.4
Slumdog Millionaire ,2008,120,8
Fatal Attraction ,1987,119,6.9
Pretty Woman ,1990,125,6.9
Towering Inferno             ,,65,9.5
Crocodile Dundee II ,1988,108,5.5
Broken Horses ,2015,101,5.7
Born on the Fourth of July ,1989,145,7.2
Cool Runnings ,1993,98,6.9
My Bloody Valentine ,2009,101,5.5
The Possession ,2012,92,5.9
First Blood ,1982,93,7.7
Stomp the Yard ,2007,109,5.2
The Spy Who Loved Me ,1977,123,7.1
Ghost Hunters             ,,60,6.6
Urban Legend ,1998,99,5.5
Dangerous Liaisons ,1988,119,7.7
Good Deeds ,2012,110,5.4
White Fang ,1991,107,6.7
Superstar ,1999,81,5
The Iron Lady ,2011,105,6.4
Jonah: A VeggieTales Movie ,2002,82,6.6
Poetic Justice ,1993,109,5.9
All About the Benjamins ,2002,95,5.7
Vampire in Brooklyn ,1995,100,4.5
Exorcist II: The Heretic ,1977,118,3.7
An American Haunting ,2005,91,5
My Boss's Daughter ,2003,90,4.6
A Perfect Getaway ,2009,108,6.5
Our Family Wedding ,2010,103,4.9
Dead Man on Campus ,1998,96,6
Tea with Mussolini ,1999,117,6.9
Thinner ,1996,93,5.7
"New York, New York ",1977,136,6.7
Crooklyn ,1994,115,6.9
I Think I Love My Wife ,2007,94,5.5
Jason X ,2001,85,4.4
Big Fat Liar ,2002,88,5.4
Bobby ,2006,112,7
Head Over Heels ,2001,86,5.4
Fun Size ,2012,86,5.4
The Diving Bell and the Butterfly ,2007,112,8
Little Children ,2006,137,7.6
Gossip ,2000,90,5.9
A Walk on the Moon ,1999,107,6.6
Catch a Fire ,2006,98,6.7
Soul Survivors ,2001,84,3.9
Jefferson in Paris ,1995,139,5.7
Easy Virtue ,2008,97,6.7
Caravans ,1978,127,6.5
Mr. Turner ,2014,150,6.8
Wild Grass ,2009,104,6.3
Amen. ,2002,132,7.3
Reign of Assassins ,2010,117,6.9
The Lucky Ones ,2008,115,7
Margaret ,2011,186,6.5
Stan Helsing ,2009,90,3.6
Flipped ,2010,90,7.7
Brokeback Mountain ,2005,134,7.7
Teenage Mutant Ninja Turtles ,2014,101,5.9
Clueless ,1995,97,6.8
Far from Heaven ,2002,107,7.4
Hot Tub Time Machine 2,2015,99,5.1
Dekalog             ,,55,9.1
Quills ,2000,124,7.4
Seven Psychopaths ,2012,110,7.2
The Caveman's Valentine ,2001,105,6
The Border             ,,41,7.4
Downfall ,2004,178,8.3
The Sea Inside ,2004,125,8.1
Under the Skin ,2013,108,6.3
"Good Morning, Vietnam ",1987,121,7.3
The Last Godfather ,2010,100,3.6
Justin Bieber: Never Say Never ,2011,115,1.6
Black Swan ,2010,108,8
RoboCop ,2014,117,6.2
The Godfather: Part II ,1974,220,9
Save the Last Dance ,2001,112,6.1
A Nightmare on Elm Street 4: The Dream Master,1988,99,5.7
Miracles from Heaven ,2016,109,6.8
"Dude, Where's My Car? ",2000,83,5.5
Young Guns ,1988,107,6.8
St. Vincent ,2014,102,7.3
About Last Night ,2014,100,6.1
10 Things I Hate About You,1999,97,7.2
The New Guy ,2002,92,5.9
Loaded Weapon 1,1993,84,6.1
The Shallows ,2016,86,6.8
The Butterfly Effect ,2004,120,7.7
Snow Day ,2000,89,4.9
This Christmas ,2007,117,6.1
Baby Geniuses ,1999,97,2.5
The Big Hit ,1998,91,6.1
Harriet the Spy ,1996,100,5.9
Child's Play 2,1990,72,5.7
No Good Deed ,2014,84,5.6
The Mist ,2007,126,7.2
Ex Machina ,2015,108,7.7
Being John Malkovich ,1999,112,7.8
Two Can Play That Game ,2001,90,6.1
Earth to Echo ,2014,91,5.8
Crazy/Beautiful ,2001,135,6.5
Letters from Iwo Jima ,2006,141,7.9
The Astronaut Farmer ,2006,104,6.3
Woo ,1998,84,3.8
Room ,2015,118,8.3
Dirty Work ,1998,82,6.4
Serial Mom ,1994,95,6.7
Dick ,1999,94,6.1
Del 1 - Män som hatar kvinnor,,88,8.1
Light It Up ,1999,99,6
54,1998,121,5.8
Bubble Boy ,2001,84,5.6
Birthday Girl ,2001,93,6.1
21 & Over,2013,93,5.9
"Paris, je t'aime ",2006,120,7.3
Resurrecting the Champ ,2007,112,6.8
Admission ,2013,107,5.7
The Widow of Saint-Pierre ,2000,112,7.3
Chloe ,2009,96,6.3
Faithful ,1996,91,5.9
Brothers ,2009,105,7.1
Find Me Guilty ,2006,125,7.1
The Perks of Being a Wallflower ,2012,102,8
Excessive Force ,1993,87,5.1
Infamous ,2006,118,7.1
The Claim ,2000,115,6.5
The Vatican Tapes ,2015,91,4.5
Attack the Block ,2011,88,6.6
In the Land of Blood and Honey ,2011,127,4.3
The Call ,2013,94,6.7
Operation Chromite ,2016,115,6.8
The Crocodile Hunter: Collision Course ,2002,90,5.4
I Love You Phillip Morris ,2009,102,6.6
Quest for Fire ,1981,100,7.4
Antwone Fisher ,2002,117,7.3
The Emperor's Club ,2002,109,6.9
True Romance ,1993,121,8
Womb ,2010,111,6.4
Glengarry Glen Ross ,1992,100,7.8
The Killer Inside Me ,2010,109,6.1
Cat People ,1982,93,6.1
Sorority Row ,2009,101,5.1
The Prisoner of Zenda ,1937,101,7.8
Lars and the Real Girl ,2007,106,7.4
The Boy in the Striped Pajamas ,2008,94,7.8
Dancer in the Dark ,2000,140,8
Oscar and Lucinda ,1997,132,6.7
The Funeral ,1996,99,6.6
Solitary Man ,2009,90,6.4
Machete ,2010,105,6.7
Casino Jack ,2010,108,6.2
The Land Before Time ,1988,69,7.3
Tae Guk Gi: The Brotherhood of War ,2004,148,8.1
The Perfect Game ,2009,118,7
The Exorcist ,1973,132,8
Jaws ,1975,130,8
American Pie ,1999,95,7
Ernest & Celestine ,2012,80,7.9
The Golden Child ,1986,94,5.9
Think Like a Man ,2012,122,6.6
Barbershop ,2002,102,6.3
Star Trek II: The Wrath of Khan ,1982,116,7.7
Ace Ventura: Pet Detective ,1994,78,6.9
WarGames ,1983,114,7.1
Witness ,1985,112,7.4
Act of Valor ,2012,110,6.5
Step Up ,2006,104,6.5
Beavis and Butt-Head Do America ,1996,81,6.8
Jackie Brown ,1997,154,7.5
Harold & Kumar Escape from Guantanamo Bay ,2008,102,6.6
Chronicle ,2012,89,7.1
Yentl ,1983,132,6.6
Time Bandits ,1981,103,7
Crossroads ,2002,93,3.3
Project X ,2012,93,6.7
Patton ,1970,172,8
One Hour Photo ,2002,96,6.8
Quarantine ,2008,89,6
The Eye ,2008,92,5.4
Johnson Family Vacation ,2004,97,4.3
How High ,2001,93,6.2
The Muppet Christmas Carol ,1992,89,7.7
Casino Royale ,2006,144,8
Frida ,2002,123,7.4
Katy Perry: Part of Me ,2012,93,5.9
The Fault in Our Stars ,2014,133,7.8
Rounders ,1998,121,7.4
Top Five ,2014,102,6.5
Prophecy ,1979,102,5.4
Stir of Echoes ,1999,99,7
Spartacus: War of the Damned             ,,55,8.6
Philomena ,2013,98,7.6
The Upside of Anger ,2005,118,6.9
The Boys from Brazil ,1978,125,7
Aquamarine ,2006,104,5.3
Paper Towns ,2015,109,6.4
My Baby's Daddy ,2004,86,4.5
Nebraska ,2013,115,7.8
Tales from the Crypt: Demon Knight ,1995,92,6.7
Max Keeble's Big Move ,2001,91,5.3
Young Adult ,2011,94,6.3
Crank ,2006,93,7
How to Be a Player ,1997,93,5.3
Living Out Loud ,1998,100,6.6
Just Wright ,2010,100,5.8
Rachel Getting Married ,2008,113,6.7
The Postman Always Rings Twice ,1981,122,6.6
Girl with a Pearl Earring ,2003,100,7
Das Boot ,1981,293,8.4
The Alamo ,2004,137,6
Sorority Boys ,2002,93,5.4
About Time ,2013,123,7.8
House of Flying Daggers ,2004,119,7.6
Arbitrage ,2012,107,6.6
Project Almanac ,2015,106,6.4
Cadillac Records ,2008,109,7
Screwed ,2000,81,5.7
Fortress ,1992,95,5.9
For Your Consideration ,2006,86,6.3
Celebrity ,1998,113,6.3
Running with Scissors ,2006,122,6.2
From Justin to Kelly ,2003,90,2.1
Girl 6,1996,108,5
In the Cut ,2003,113,5.3
Two Lovers ,2008,110,7.1
Last Orders ,2001,109,7
The Host ,2006,110,7
The Pursuit of D.B. Cooper ,1981,100,5.7
Ravenous ,1999,101,7.1
Charlie Bartlett ,2007,97,7
The Great Beauty ,2013,172,7.7
The Dangerous Lives of Altar Boys ,2002,104,7.1
Stoker ,2013,99,6.8
2046,2004,129,7.5
Married Life ,2007,91,6.3
Duma ,2005,100,7.3
Ondine ,2009,111,6.8
Brother ,2000,114,7.2
Welcome to Collinwood ,2002,86,6.4
Critical Care ,1997,107,6
The Life Before Her Eyes ,2007,90,6.4
Darling Companion ,2012,103,5.1
Trade ,2007,120,7.5
Fateless ,2005,134,7.1
Breakfast of Champions ,1999,110,4.6
"A Woman, a Gun and a Noodle Shop ",2009,95,5.7
Cypher ,2002,95,6.8
City of Life and Death ,2009,132,7.7
Home ,2015,94,6.7
Legend of Kung Fu Rabbit ,2011,89,3.2
Space Battleship Yamato ,2010,138,6.1
5 Days of War,2011,113,5.6
Triangle ,2009,99,6.9
10 Days in a Madhouse,2015,111,7.5
Heaven Is for Real ,2014,99,5.8
Snatch ,2000,104,8.3
Dancin' It's On ,2015,89,2.8
Pet Sematary ,1989,103,6.6
Madadayo ,1993,134,7.5
The Cry of the Owl ,2009,100,6
A Tale of Three Cities ,2015,130,6.2
Gremlins ,1984,106,7.2
Star Wars: Episode IV - A New Hope ,1977,125,8.7
Dirty Grandpa ,2016,109,6
Doctor Zhivago ,1965,200,8
Trash ,2014,114,7.2
High School Musical 3: Senior Year,2008,112,4.5
The Fighter ,2010,116,7.9
Jackass Number Two ,2006,92,7.1
My Cousin Vinny ,1992,120,7.5
If I Stay ,2014,107,6.8
Drive Hard ,2014,92,4.3
Major League ,1989,107,7.2
St. Trinian's ,2007,100,5.8
Phone Booth ,2002,81,7.1
A Walk to Remember ,2002,101,7.4
Dead Man Walking ,1995,122,7.6
Cruel Intentions ,1999,97,6.9
Saw VI ,2009,92,6
History of the World: Part I ,1981,92,6.9
The Secret Life of Bees ,2008,110,7.3
Corky Romano ,2001,86,4.6
Raising Cain ,1992,91,6
F.I.S.T. ,1978,145,6.4
Invaders from Mars ,1986,100,5.5
Brooklyn ,2015,111,7.5
Barry Lyndon ,1975,184,8.1
Out Cold ,2001,89,6.3
The Ladies Man ,2000,84,5.1
Quartet ,2012,98,6.8
Tomcats ,2001,95,5.3
Frailty ,2001,100,7.3
Woman in Gold ,2015,109,7.3
Kinsey ,2004,118,7.1
Army of Darkness ,1992,88,7.6
Slackers ,2002,86,5.3
What's Eating Gilbert Grape ,1993,118,7.8
The Visual Bible: The Gospel of John ,2003,125,7.7
Vera Drake ,2004,125,7.7
The Guru ,2002,94,5.4
